trump,video,female,pid,age,educ
85,0,0,6,68,12
30,2,0,4,31,9
40,4,1,6,87,9
100,3,0,2,22,8
0,3,1,0,32,12
0,3,0,5,63,14
80,1,1,2,55,8
0,4,0,6,55,13
100,0,0,6,69,7
85,4,1,6,80,8
0,3,1,0,51,13
0,4,1,0,61,11
0,4,0,0,63,8
5,3,0,2,71,9
15,0,0,1,46,12
0,2,1,0,34,13
0,4,0,1,25,9
41,2,1,4,49,12
85,1,1,6,61,8
65,2,0,5,39,12
0,4,1,2,20,11
75,0,0,6,72,12
0,3,0,0,76,12
2,4,0,0,41,11
15,4,1,0,50,13
16,3,1,0,73,11
50,0,0,1,32,4
85,2,0,4,67,12
34,2,1,2,56,11
84,2,1,6,59,9
85,1,1,1,34,8
15,4,1,2,70,10
0,1,0,0,57,9
0,2,1,3,54,13
40,2,1,1,35,12
3,4,0,2,53,7
15,4,1,1,67,12
0,4,1,0,21,8
0,4,1,1,20,9
50,0,0,3,23,8
85,2,1,6,58,9
83,0,1,6,81,8
17,4,1,1,61,9
15,3,1,5,55,8
0,4,1,2,58,12
60,1,1,6,40,9
85,0,1,6,62,9
0,4,1,1,36,12
70,0,1,1,57,10
70,2,0,5,63,11
0,3,0,5,34,4
60,0,1,5,20,8
61,0,0,3,32,10
40,2,0,6,59,12
70,1,1,6,52,9
0,4,1,0,65,13
10,4,1,1,21,11
70,1,1,5,60,9
94,0,1,6,63,8
85,0,1,5,57,9
0,4,1,0,51,8
40,2,0,1,67,12
0,3,1,2,29,12
50,1,0,3,21,8
0,4,1,3,58,8
62,1,0,4,61,12
0,4,1,1,31,9
0,4,1,1,21,9
84,0,0,3,35,8
60,0,0,6,30,9
1,4,0,0,52,12
85,0,0,6,88,13
15,4,0,1,60,7
0,4,1,1,64,12
70,0,0,4,63,9
40,1,1,2,29,12
15,4,0,5,66,12
0,3,0,0,83,7
100,0,0,6,49,9
100,3,0,6,65,11
0,4,1,0,37,12
40,4,0,3,64,13
15,2,1,5,33,12
60,1,1,1,72,13
70,0,1,6,71,9
15,4,0,3,30,12
60,4,1,1,21,9
52,1,0,1,45,8
60,0,1,1,40,9
0,4,1,0,49,9
91,1,0,3,57,12
2,4,1,0,25,12
40,1,1,4,35,12
0,3,0,1,33,8
30,3,1,2,41,12
0,0,1,0,67,13
85,0,0,6,27,12
0,4,1,0,47,11
60,1,0,5,18,7
90,0,0,4,35,8
15,1,1,1,53,12
50,4,1,0,62,8
2,4,1,2,72,13
100,1,0,5,22,8
51,3,0,3,33,9
0,4,1,1,49,13
0,4,1,0,18,8
50,0,0,3,46,9
40,3,0,4,55,7
15,2,0,1,50,12
60,0,0,4,64,12
1,1,1,3,41,9
15,2,0,5,31,14
60,3,1,6,82,13
70,1,0,6,58,9
0,3,1,2,68,13
85,0,0,2,60,12
15,0,0,1,47,13
70,0,0,6,64,12
60,1,1,6,74,14
70,0,0,4,71,8
100,0,0,4,54,9
85,3,0,6,39,12
0,2,0,0,68,8
0,2,0,2,20,9
84,0,0,4,51,6
30,0,1,4,31,12
85,0,1,6,43,12
2,4,1,0,36,10
2,3,1,0,58,9
0,4,1,1,82,12
40,3,1,4,62,9
0,4,0,0,53,14
70,2,0,5,56,8
0,3,1,1,54,12
85,2,1,6,72,8
85,0,1,6,54,8
85,0,0,3,59,9
60,2,1,3,49,11
1,3,0,0,25,12
41,0,0,6,68,13
40,3,0,5,42,9
63,0,1,6,84,8
60,2,1,1,35,9
0,2,0,5,19,9
40,3,0,5,46,9
0,1,1,3,62,8
40,3,0,4,52,13
0,4,1,0,48,13
36,2,1,3,65,14
0,0,1,6,55,8
60,1,1,5,46,11
0,1,0,0,54,13
15,4,1,0,49,9
0,4,0,3,31,8
0,3,0,0,67,15
70,0,0,5,55,12
70,2,0,5,18,6
61,1,0,3,54,8
65,3,1,5,56,8
60,0,0,6,42,12
80,0,1,6,21,9
60,3,1,5,83,8
0,3,1,0,57,15
15,3,0,6,66,12
49,2,0,5,42,13
0,4,1,1,56,12
10,2,0,5,29,12
100,0,0,6,77,12
62,3,0,6,51,10
0,4,0,2,36,14
70,0,0,5,35,9
0,2,1,1,28,13
0,4,1,0,29,12
100,0,1,5,48,9
85,0,0,5,81,11
60,0,1,5,77,8
1,2,1,2,47,13
15,4,1,2,30,14
26,3,1,1,37,15
16,3,0,3,31,12
1,4,0,0,51,8
0,4,1,2,19,9
85,1,0,5,32,12
0,4,1,0,48,10
74,3,1,3,56,9
0,3,1,3,35,8
15,2,0,4,51,13
100,1,1,6,43,9
85,2,0,6,78,9
2,3,0,0,64,15
0,4,1,2,90,9
0,4,0,6,34,13
0,3,1,2,46,9
20,2,0,4,24,9
15,2,1,5,68,9
60,0,0,6,59,12
85,2,0,5,53,12
85,0,0,4,83,8
40,2,0,4,51,12
71,1,1,5,68,12
85,2,1,4,75,10
1,4,1,0,65,13
60,1,1,4,34,9
0,4,1,2,27,12
70,0,1,6,51,8
30,0,1,1,46,12
100,0,1,6,32,9
100,0,0,6,70,9
0,4,0,0,68,10
70,0,1,4,36,12
0,4,0,0,39,12
30,2,1,1,44,13
18,1,0,1,26,12
70,0,1,6,62,8
0,4,1,0,57,8
19,3,1,3,73,8
70,0,1,1,32,9
0,4,1,1,84,9
0,4,0,0,25,12
100,1,1,6,72,13
15,2,0,2,48,13
0,4,0,3,61,9
10,4,0,0,28,12
50,2,0,4,55,9
0,3,0,2,54,9
76,0,1,4,28,10
5,3,0,1,37,13
30,1,0,0,60,10
70,0,1,5,37,10
40,3,0,3,51,10
60,3,1,5,51,9
0,4,1,0,75,9
0,4,0,2,21,11
100,4,0,2,47,12
46,1,1,6,63,8
1,4,1,2,23,12
31,3,0,2,26,11
2,4,1,0,65,9
1,4,0,0,64,12
100,1,1,6,41,9
0,2,0,5,59,9
70,0,1,6,61,8
0,3,0,3,25,8
0,4,0,1,41,8
0,4,1,0,62,8
0,4,0,0,19,8
65,1,1,6,25,12
17,3,0,3,72,9
0,4,1,5,67,12
70,1,0,6,44,13
30,2,1,4,57,11
60,0,0,5,32,9
10,2,0,4,42,10
0,4,1,0,74,12
1,4,1,2,37,9
50,4,1,1,64,9
0,4,1,0,29,14
85,0,0,6,86,9
7,3,1,5,19,9
0,4,1,0,74,8
70,1,0,4,64,12
98,1,0,6,55,12
0,4,1,3,73,9
85,0,1,5,41,8
0,1,0,2,74,14
15,2,1,3,33,12
39,2,1,1,66,8
15,4,0,3,53,9
15,4,1,1,22,9
100,0,1,6,34,12
51,2,0,5,46,12
15,4,0,0,72,9
85,1,1,5,64,11
0,3,0,2,21,9
100,0,1,6,72,9
30,4,1,5,52,9
0,4,0,2,27,12
85,0,0,4,68,9
60,0,0,3,32,8
0,4,0,2,56,10
50,0,0,4,66,12
100,0,0,2,24,8
99,0,0,5,27,10
92,0,0,6,80,4
70,1,0,6,46,10
60,2,0,6,68,12
40,3,0,5,42,9
17,4,1,1,69,9
0,4,1,2,59,13
70,1,1,6,31,10
15,3,0,0,33,13
40,1,1,6,59,8
40,2,1,3,66,12
100,0,1,6,50,8
50,0,0,3,19,9
84,0,0,6,79,9
60,1,0,6,65,13
0,4,1,0,39,9
60,0,0,5,54,15
70,1,0,6,60,14
1,4,0,0,34,14
0,4,1,0,33,9
85,1,1,6,60,8
32,2,0,1,62,12
100,1,0,6,28,13
85,2,0,4,52,13
1,4,0,0,73,13
1,3,1,0,90,8
60,3,0,5,68,7
17,0,1,0,90,9
0,4,0,0,30,8
0,2,0,0,49,9
0,4,0,0,75,11
0,2,0,2,34,14
1,4,1,1,41,13
0,2,0,1,36,8
0,3,0,4,76,9
0,4,0,6,29,12
10,4,0,0,20,9
70,1,0,6,49,9
5,2,1,0,35,13
70,1,1,3,74,8
15,3,1,2,26,12
62,0,0,5,37,12
40,4,0,3,57,11
95,0,1,6,41,11
85,2,0,4,48,7
87,1,0,3,67,8
10,2,0,5,63,13
0,2,0,0,41,12
51,0,0,3,31,10
0,0,0,3,41,9
65,1,0,6,55,10
15,3,1,0,26,12
1,2,1,1,24,9
50,0,0,3,45,13
40,1,0,4,69,9
60,2,1,5,60,10
70,2,1,3,57,9
100,1,0,5,29,11
0,0,1,0,70,12
3,2,0,1,81,13
50,0,0,0,60,12
70,1,1,6,50,10
1,4,0,1,41,15
62,2,1,5,22,11
0,4,1,0,32,13
2,4,1,1,19,9
0,4,1,0,24,8
1,4,1,0,60,8
0,4,1,1,41,10
30,4,1,0,80,10
60,4,1,4,60,13
60,0,0,6,26,9
30,1,1,3,59,8
4,3,1,1,38,12
2,4,1,3,47,12
71,1,0,6,63,13
60,2,0,5,73,12
0,4,0,0,32,12
30,1,1,5,37,8
10,3,0,5,26,9
85,0,1,4,73,9
50,2,1,1,20,4
60,0,1,6,57,9
85,1,0,6,27,12
48,2,1,1,63,11
40,0,1,5,50,12
0,4,0,0,55,13
70,1,1,5,86,8
0,3,1,0,60,14
30,2,1,0,35,11
50,2,1,6,49,9
85,0,0,6,58,12
70,2,1,6,62,10
30,3,0,5,54,12
98,0,0,6,28,12
0,4,1,1,67,11
15,3,1,3,70,10
85,2,1,6,37,11
100,0,0,3,27,12
10,4,1,0,28,13
30,2,1,2,23,9
0,4,1,0,37,13
0,4,1,0,64,13
6,4,1,6,77,12
85,1,1,6,74,12
100,4,0,6,33,9
85,0,0,6,31,9
49,0,0,5,49,8
15,1,1,1,64,13
10,3,0,5,38,12
75,1,1,6,53,12
0,4,1,0,70,12
70,2,1,5,52,13
0,3,1,0,38,9
0,3,1,2,42,12
41,2,1,6,57,9
70,0,1,2,39,12
0,2,0,5,52,8
0,3,0,2,53,8
0,4,0,0,59,11
60,2,0,4,57,10
0,0,1,0,37,4
40,3,0,1,41,12
59,3,0,4,22,12
90,1,0,3,60,9
15,4,0,0,49,13
40,0,1,6,31,8
0,1,0,2,31,12
40,3,0,4,34,12
70,0,0,4,53,8
2,3,1,3,46,9
0,3,1,2,36,12
40,2,0,6,57,12
100,2,0,3,34,14
0,3,1,4,59,12
14,1,1,4,34,8
80,1,0,6,45,13
0,4,1,2,30,12
0,4,0,2,67,8
0,1,0,0,58,12
100,0,0,6,54,12
0,4,1,0,57,8
92,0,1,6,41,9
70,4,0,4,32,12
10,4,1,0,38,13
80,1,0,4,24,8
85,1,1,6,64,10
85,0,0,4,36,8
60,1,0,6,60,9
75,0,0,1,63,8
0,4,0,1,60,10
30,1,0,4,63,12
3,3,0,3,86,9
0,4,1,0,59,13
0,3,1,2,40,12
0,4,1,0,40,11
15,4,1,2,42,13
63,0,1,6,30,11
0,3,1,2,63,12
5,3,0,0,26,9
72,1,1,6,39,9
89,0,0,6,28,12
100,0,1,6,76,9
86,0,0,3,42,9
70,0,0,3,32,12
60,1,1,5,43,11
0,4,0,1,32,12
60,2,0,6,58,4
90,0,1,6,63,13
15,2,1,0,32,13
70,0,0,6,46,9
85,0,0,6,51,9
95,1,1,6,85,10
85,0,1,5,50,8
6,2,0,5,49,12
2,3,1,0,68,13
0,3,0,2,30,12
3,4,1,0,46,10
80,1,0,6,27,13
30,2,1,1,60,13
85,0,1,6,31,12
1,4,1,0,46,11
85,1,0,5,53,13
0,4,1,0,37,7
0,3,1,1,63,13
41,2,0,4,58,12
70,1,1,5,32,12
1,0,0,0,54,12
0,1,0,2,18,8
100,0,1,6,48,10
70,0,0,6,55,10
1,4,1,2,50,13
1,0,1,1,46,10
30,1,0,2,35,11
60,2,0,3,52,9
0,4,1,0,33,13
60,1,1,5,42,11
0,4,1,2,18,8
50,0,0,3,60,9
100,0,1,5,58,8
0,4,0,3,29,11
0,4,0,3,29,8
85,0,0,4,49,12
41,1,1,4,25,12
51,1,0,4,36,9
1,4,1,2,35,13
60,0,0,5,52,8
0,4,1,2,32,13
17,2,1,3,22,8
0,2,0,1,35,11
0,4,0,0,64,10
0,4,1,1,66,8
85,1,0,5,58,12
16,4,1,0,31,12
0,4,1,0,65,8
30,3,1,3,72,15
0,4,1,0,51,13
2,3,1,0,45,9
30,3,0,0,51,11
61,1,0,6,30,12
0,3,0,2,42,12
100,0,1,6,28,12
85,1,1,6,69,8
70,2,0,5,45,13
1,4,1,0,87,15
1,4,1,1,74,8
61,1,1,6,35,9
50,2,1,0,56,8
0,4,0,4,50,15
85,1,1,5,67,9
60,0,0,3,39,8
35,2,0,2,36,12
71,0,1,3,56,12
62,2,0,5,19,9
85,0,0,4,57,12
70,2,0,1,48,9
70,0,1,4,37,11
0,4,0,0,58,13
0,3,0,2,22,12
30,1,0,3,24,12
70,1,1,5,60,11
30,1,1,5,27,13
0,4,1,0,54,15
0,4,1,0,40,15
85,1,0,3,68,12
40,0,1,3,42,9
0,4,0,0,65,13
0,3,0,0,66,9
15,3,1,0,50,8
0,4,1,0,90,7
15,4,0,2,32,12
30,2,0,4,33,13
1,4,1,1,25,12
0,4,1,0,48,13
75,2,1,3,31,12
93,1,0,6,41,8
40,0,0,3,84,9
70,2,1,3,32,11
60,1,0,2,25,11
5,3,0,0,57,13
97,0,0,1,19,8
0,4,1,1,32,13
86,1,0,4,56,9
24,4,0,5,50,11
15,4,1,0,53,9
82,1,1,4,48,8
0,4,0,1,25,8
85,2,0,4,77,8
0,4,1,0,19,8
85,2,1,6,82,13
85,1,1,3,42,10
60,0,0,4,22,12
31,1,1,4,39,12
15,2,1,0,35,9
85,1,0,6,58,11
0,1,0,1,32,11
40,2,1,5,36,12
0,2,1,3,29,8
90,2,0,6,68,15
0,4,1,0,67,13
0,4,1,0,79,12
95,0,0,4,59,12
60,2,0,3,61,13
0,3,0,3,48,15
2,4,0,3,54,12
100,2,1,4,80,9
0,4,1,1,30,12
30,2,1,0,90,5
1,4,0,0,37,8
85,0,0,6,49,9
0,1,0,6,29,8
0,4,1,0,59,9
0,4,0,1,38,9
15,3,1,1,47,12
0,4,0,0,67,9
51,1,1,3,43,7
0,4,1,1,57,9
0,4,1,2,41,12
98,0,1,6,61,8
100,2,1,6,64,8
0,4,1,1,27,15
60,1,1,6,64,12
0,4,1,2,21,9
60,2,1,2,70,12
0,4,0,0,65,12
17,4,0,1,64,12
30,1,0,4,76,13
0,4,1,1,25,9
60,2,1,4,90,12
40,1,0,2,64,10
100,0,1,6,69,12
85,0,0,6,25,9
50,4,0,1,31,10
85,2,1,4,76,9
6,4,0,0,70,11
90,2,0,1,37,11
71,1,0,6,38,12
100,1,1,6,69,11
15,3,0,3,34,12
85,1,0,4,59,10
70,1,1,2,28,8
0,4,0,0,56,12
0,4,0,2,34,8
97,2,1,6,54,12
17,0,1,3,52,10
0,4,0,1,55,12
1,2,0,0,64,8
0,4,1,1,29,13
0,0,1,0,66,12
0,3,0,1,71,9
17,2,1,0,81,8
0,4,1,0,22,8
2,3,0,1,78,9
61,3,0,5,54,12
60,0,0,5,64,12
5,2,0,2,34,12
15,2,1,5,30,15
85,0,1,6,71,8
30,3,1,2,20,9
0,4,1,0,55,7
85,0,0,6,67,9
2,4,1,0,63,8
15,4,1,2,55,9
70,0,1,4,62,6
0,3,0,0,83,13
0,4,1,0,46,8
31,2,1,1,61,9
85,1,1,6,63,12
60,2,1,4,44,11
0,4,1,3,63,8
0,4,1,1,36,13
70,1,1,6,54,12
30,2,0,4,64,9
32,1,0,6,85,12
85,0,0,6,65,11
0,4,0,0,30,12
15,3,1,5,54,15
0,3,0,2,33,14
15,0,1,3,67,9
0,4,1,0,20,7
0,3,1,1,56,12
0,0,0,4,57,8
0,0,0,3,76,9
27,4,0,3,64,13
50,0,1,1,42,12
2,4,1,2,35,13
84,0,0,6,29,7
61,0,1,4,62,9
3,0,1,3,61,11
0,4,0,0,75,8
41,2,0,0,56,8
0,4,1,0,27,12
30,4,0,1,19,8
40,3,0,0,56,10
60,2,0,3,73,9
0,3,0,1,56,14
15,1,0,2,25,12
50,2,1,5,51,9
0,4,1,0,64,13
0,4,1,1,20,9
60,1,1,6,56,12
100,2,0,6,34,9
0,3,0,0,38,6
0,4,0,0,50,12
85,1,0,0,61,7
62,1,0,5,62,10
3,3,0,2,30,8
70,2,1,3,27,8
0,4,0,1,48,13
1,2,1,0,66,7
9,4,1,0,31,3
5,3,1,5,33,9
60,2,1,5,48,11
40,2,1,4,62,13
0,3,1,1,59,8
60,2,0,4,19,9
0,3,1,0,21,9
60,2,1,6,64,8
80,1,1,5,51,8
0,3,1,1,44,11
3,4,1,3,72,9
0,2,0,0,72,12
0,4,1,6,47,12
0,4,0,0,52,11
100,0,1,1,33,12
100,0,0,5,35,12
15,1,1,0,51,9
15,4,1,0,45,12
15,3,1,2,55,9
0,2,0,2,24,12
0,4,1,1,21,9
55,1,0,4,47,12
1,4,1,0,68,12
50,3,0,2,39,9
0,4,1,2,51,3
40,1,1,1,71,8
10,4,0,2,58,12
15,4,0,0,37,8
0,4,0,1,67,13
0,4,0,3,50,12
88,2,1,6,25,12
10,4,1,0,37,8
15,3,1,0,28,14
60,1,0,5,58,12
70,1,0,6,38,12
0,4,1,0,68,8
93,0,0,3,84,8
15,4,0,1,62,12
100,0,0,6,65,11
33,2,0,3,26,12
60,0,1,5,65,9
0,3,1,0,67,9
15,3,1,4,54,9
61,1,0,6,36,13
15,4,1,0,63,13
60,4,1,3,51,9
85,1,1,5,62,9
89,1,1,4,39,9
0,3,1,0,54,12
0,4,0,1,63,8
75,2,0,6,72,12
7,2,1,2,30,12
85,0,1,1,44,9
85,2,1,6,73,10
0,2,1,2,75,8
61,1,0,6,47,15
0,1,1,1,42,13
0,2,1,0,53,11
50,1,0,3,67,10
15,3,1,1,69,13
85,4,1,6,59,8
0,3,0,1,63,14
70,0,0,4,29,12
85,0,0,5,67,8
81,2,1,6,27,12
0,4,1,0,66,8
7,3,0,0,55,13
15,4,0,0,23,8
1,4,0,0,57,7
30,4,0,3,61,12
15,1,1,1,50,11
0,4,1,2,68,12
61,0,0,5,46,14
100,1,0,4,66,9
0,4,0,0,65,13
53,1,0,2,61,14
15,4,1,2,44,11
30,4,1,1,62,9
0,3,1,0,27,12
0,4,1,0,35,13
62,0,1,4,51,9
0,2,0,0,56,13
50,4,1,5,44,8
0,0,1,0,53,11
0,4,1,4,37,9
15,3,1,0,68,12
70,3,1,4,61,8
0,4,0,6,68,12
71,1,0,5,82,13
0,4,0,0,69,12
0,3,1,0,60,12
0,4,1,0,30,9
30,2,0,1,67,9
75,1,0,1,33,9
60,2,1,3,43,11
84,0,1,6,61,9
0,4,1,0,25,12
0,4,0,0,56,10
15,4,0,2,53,9
85,0,0,6,69,9
86,2,0,5,47,8
0,3,1,1,36,12
85,2,1,5,81,10
100,1,0,6,53,10
100,0,0,5,68,9
0,4,0,3,18,8
1,4,0,0,76,8
2,4,1,0,68,12
0,3,0,3,45,9
30,3,0,1,31,13
1,4,1,2,25,12
61,0,1,3,32,9
0,4,0,0,54,10
0,4,1,5,20,8
96,1,0,6,65,12
2,3,1,0,60,10
0,4,1,0,63,9
0,4,1,1,28,9
0,4,0,2,42,13
40,2,1,3,60,8
15,4,1,0,57,12
50,1,1,6,76,12
70,2,1,6,62,9
86,1,1,6,31,12
15,3,1,2,34,13
30,2,0,5,39,12
0,4,0,0,54,9
61,3,0,1,63,9
0,3,1,2,35,9
75,1,0,6,32,12
80,0,0,4,30,9
25,2,0,2,31,8
0,2,1,0,26,8
15,4,1,0,42,8
30,0,0,0,68,12
0,4,1,0,65,13
65,0,0,6,22,9
86,1,1,5,36,10
15,2,1,3,28,13
40,1,1,2,58,12
85,0,0,6,60,12
0,4,1,2,35,12
0,4,1,0,47,9
2,4,1,2,39,10
0,3,1,0,53,9
0,0,1,3,53,9
60,2,1,5,46,9
85,2,0,6,30,9
0,3,1,0,42,8
0,4,1,0,53,13
0,3,0,1,31,12
60,4,1,5,60,11
85,1,0,5,41,9
56,3,0,6,23,9
55,1,0,4,38,13
80,4,1,1,39,12
16,2,0,2,35,9
0,2,0,4,20,11
2,4,0,3,51,4
60,0,1,4,71,11
1,2,0,1,25,15
0,4,1,0,70,13
20,4,1,1,38,12
0,2,1,2,28,11
30,2,0,5,32,13
60,1,0,4,33,12
0,4,1,0,79,8
60,3,1,5,40,13
50,1,0,6,66,13
0,4,1,0,69,13
0,3,1,4,46,12
1,1,0,6,38,10
2,4,0,0,50,9
0,4,0,3,32,8
0,3,0,2,68,13
0,4,1,3,22,8
70,0,0,4,56,7
70,1,0,6,55,12
51,4,0,3,64,8
0,2,1,5,54,8
32,2,1,5,36,13
0,3,1,0,20,12
30,1,0,4,69,14
15,2,0,1,27,14
51,0,1,5,86,8
1,1,1,0,57,8
51,3,1,2,40,9
0,2,0,1,36,10
16,3,0,0,44,13
15,2,1,2,55,4
0,4,1,1,33,12
0,4,1,2,58,9
85,0,0,6,56,9
40,1,1,1,57,9
30,4,0,2,28,12
0,3,1,0,37,11
60,0,0,4,45,12
77,1,1,3,43,11
0,4,1,1,37,14
0,4,1,0,66,13
15,2,1,5,76,12
1,4,1,0,75,8
100,0,0,3,72,8
0,4,1,0,26,12
40,2,0,2,72,12
0,4,1,3,38,14
16,2,1,3,35,9
70,0,1,4,67,6
100,0,0,6,63,12
100,0,1,6,78,9
70,1,0,5,24,9
15,4,0,0,66,12
99,0,1,4,57,8
15,4,0,2,52,8
0,4,1,1,39,12
95,1,0,1,35,9
16,1,1,0,46,6
60,1,1,4,72,10
85,0,1,6,62,8
60,3,1,5,78,9
0,2,0,3,26,9
15,4,0,0,33,12
85,0,0,6,52,8
90,0,1,4,69,10
0,1,0,1,39,8
40,1,1,5,50,8
72,1,1,5,59,12
90,0,0,6,35,11
1,4,0,0,25,8
100,0,1,6,58,12
1,3,1,0,22,12
70,2,0,4,46,9
70,0,0,3,27,11
1,3,1,0,37,10
0,4,0,1,19,9
50,2,1,0,67,10
9,1,0,1,39,8
85,0,1,5,59,12
5,4,0,0,57,11
30,2,0,2,47,12
15,2,0,3,31,9
60,1,1,6,23,9
15,3,0,0,71,9
0,4,0,1,68,8
70,0,1,6,49,12
30,2,0,6,61,9
60,2,0,4,72,9
51,1,1,3,41,9
1,4,1,0,23,12
0,4,1,0,57,9
0,4,1,0,84,9
1,4,1,2,54,12
60,1,0,1,58,9
0,2,1,2,38,9
1,4,1,0,71,13
60,0,0,0,57,9
85,0,1,6,63,9
85,3,1,3,29,8
50,2,1,2,73,8
85,1,1,5,25,11
0,4,1,0,70,13
0,4,1,2,68,9
60,0,0,6,70,13
30,1,0,5,34,12
60,0,0,4,35,12
70,2,1,6,90,9
85,0,1,5,49,8
70,0,1,5,53,12
50,0,1,6,58,9
0,2,1,1,39,9
43,0,0,4,64,12
59,2,1,4,66,12
100,3,0,0,27,8
61,0,1,5,62,13
0,2,1,0,46,9
0,4,1,1,81,10
60,1,0,6,72,12
85,1,1,4,65,8
30,2,1,4,37,8
4,4,0,0,78,9
0,4,1,0,72,12
0,4,1,2,81,5
100,0,0,5,70,8
15,4,1,2,65,8
60,0,1,0,82,8
40,2,0,4,36,15
93,0,0,6,30,9
0,4,1,0,79,11
0,4,0,1,57,12
1,0,0,2,35,10
31,2,0,4,74,14
70,1,0,6,52,12
60,1,1,4,71,10
0,2,0,3,28,12
0,4,1,1,58,9
30,3,1,3,78,9
0,3,1,0,76,13
30,4,0,2,60,5
86,2,0,6,24,9
40,1,1,2,57,13
42,4,1,5,42,11
62,2,1,5,46,13
46,1,1,5,51,12
0,4,1,3,58,9
90,1,1,4,32,13
17,1,1,4,61,11
60,1,1,5,32,12
70,1,1,5,79,8
85,0,0,6,59,8
29,1,0,1,20,11
0,2,1,6,68,12
99,0,1,6,57,10
0,4,1,0,34,8
16,3,0,1,74,13
0,4,0,1,61,8
15,4,1,0,50,10
2,4,0,0,32,8
60,2,0,5,56,12
69,0,1,4,24,7
40,2,1,1,36,11
17,4,1,0,68,8
0,4,1,0,55,9
0,4,1,1,33,8
60,1,1,5,26,15
0,4,0,0,45,9
15,0,1,3,37,9
40,2,0,4,60,15
100,1,0,3,18,7
85,2,1,5,64,9
26,3,1,2,25,9
0,3,1,0,72,13
15,2,1,0,32,13
69,4,1,5,34,11
85,2,0,4,72,14
70,1,0,5,37,13
0,1,0,0,68,9
0,4,1,0,31,13
75,0,0,6,66,9
60,0,1,0,60,12
0,2,0,3,51,10
31,2,1,5,24,10
100,2,1,6,63,8
60,2,0,1,58,8
99,0,0,6,32,9
60,0,0,4,36,13
78,1,1,4,39,13
40,2,1,5,64,9
32,0,0,3,44,10
3,4,1,5,29,12
100,0,1,6,41,13
0,2,1,2,30,8
0,4,0,2,56,12
0,2,1,2,39,13
60,0,0,4,70,12
100,1,0,6,19,8
60,1,0,2,41,8
0,4,1,1,21,9
5,3,1,1,25,13
40,2,0,5,18,6
20,3,1,1,68,9
0,4,0,0,25,12
0,1,1,5,30,13
0,4,1,3,62,8
25,3,0,5,20,8
0,4,1,2,56,13
15,1,0,3,51,8
80,1,0,6,55,11
56,3,0,3,24,13
65,2,0,6,49,12
1,4,0,0,27,9
40,1,1,3,60,9
30,0,0,3,35,9
0,2,0,2,45,9
31,3,0,2,74,9
40,1,0,3,39,13
0,2,0,3,37,8
0,4,0,1,32,9
0,4,1,0,58,13
0,4,1,1,31,13
42,2,1,5,39,12
5,4,0,1,18,8
70,2,1,5,45,15
95,0,0,6,56,9
0,4,1,2,40,9
0,3,1,2,42,12
0,4,0,2,63,12
0,4,1,1,29,12
0,3,0,2,55,12
100,0,1,5,73,13
99,1,0,3,55,8
0,4,0,2,45,12
0,3,1,0,90,13
50,2,1,1,49,12
70,2,1,5,59,9
50,1,0,6,28,8
70,0,0,3,61,8
1,4,1,0,31,9
100,0,1,6,22,7
0,4,1,0,27,12
71,2,0,5,32,9
40,2,0,4,45,9
70,2,1,3,47,9
70,0,0,3,24,12
22,2,1,2,20,9
0,4,0,0,26,10
0,4,1,0,74,9
70,2,1,3,76,8
40,0,0,5,66,12
61,1,1,6,52,12
100,0,0,6,78,5
0,2,1,0,67,13
71,2,1,5,63,10
70,2,1,6,71,12
0,4,0,3,35,4
85,0,1,6,68,8
0,3,0,3,66,8
0,0,0,0,19,7
2,3,0,2,45,12
1,4,1,1,52,10
90,0,0,6,78,14
100,1,1,6,59,8
2,4,0,0,47,12
0,4,1,0,66,12
0,4,0,0,32,12
70,2,0,4,69,12
96,0,1,5,23,9
30,2,0,3,60,13
0,3,1,0,41,13
1,3,0,1,86,6
84,1,1,5,24,12
0,4,1,0,62,13
59,4,1,5,43,9
85,0,0,4,73,12
0,4,1,1,20,9
0,4,0,1,30,10
40,1,1,5,27,12
0,4,0,1,26,12
30,2,0,4,48,11
2,4,1,0,48,12
60,0,1,1,68,13
60,2,0,6,29,12
0,4,0,2,84,12
70,0,1,5,56,12
0,4,1,0,58,12
85,4,0,1,34,4
15,4,0,0,57,10
0,4,0,2,36,10
61,0,0,3,61,9
85,2,0,6,49,10
1,4,1,1,26,9
60,0,1,5,54,12
0,3,1,5,31,14
61,1,0,4,73,8
100,0,1,6,50,13
15,4,0,2,51,8
0,3,1,0,78,12
100,0,0,6,38,13
17,1,1,2,55,12
64,1,0,6,53,9
60,0,1,4,40,11
70,3,0,3,67,15
90,1,0,6,41,11
43,4,0,1,27,9
30,1,0,5,53,9
4,4,0,0,61,8
62,2,0,6,66,8
100,0,0,6,35,12
15,4,1,1,55,12
60,1,0,5,70,12
0,4,1,6,27,8
1,2,0,3,66,14
40,1,1,1,29,9
0,4,0,2,33,12
85,0,1,5,60,12
40,0,0,4,61,12
0,4,0,3,59,12
0,2,0,3,82,8
6,4,1,2,25,13
60,1,0,6,59,12
20,3,0,0,22,12
60,2,0,5,50,9
0,4,1,0,45,8
1,3,1,0,51,12
0,4,1,0,63,11
50,0,1,5,52,12
0,4,1,0,18,6
100,1,1,6,75,9
60,2,0,5,68,11
0,2,0,0,56,12
70,1,0,6,48,12
60,2,0,5,19,9
0,4,1,3,65,12
